Date,Close
2020. 02. 21,85.8
2020. 02. 24,86.07
2020. 02. 25,86.14
2020. 02. 26,86.09
2020. 02. 27,86.19
2020. 02. 28,86.76
2020. 03. 02,86.53
2020. 03. 03,87.05
2020. 03. 04,87.03
2020. 03. 05,87.36
2020. 03. 06,87.96
2020. 03. 09,87.77
2020. 03. 10,86.59
2020. 03. 11,84.95
2020. 03. 12,80.33
2020. 03. 13,83.72
2020. 03. 16,84.6
2020. 03. 17,82.85
2020. 03. 18,80.85
2020. 03. 19,80.8
2020. 03. 20,82.17
2020. 03. 23,83.99
2020. 03. 24,84.08
2020. 03. 25,85.21
2020. 03. 26,85.6
2020. 03. 27,86.06
2020. 03. 30,86.15
2020. 03. 31,85.35
2020. 04. 01,85.6
2020. 04. 02,86
2020. 04. 03,85.96
2020. 04. 06,86.23
2020. 04. 07,86.31
2020. 04. 08,86.53
2020. 04. 09,87.48
2020. 04. 13,87.2
2020. 04. 14,87.2
2020. 04. 15,87.63
2020. 04. 16,87.68
2020. 04. 17,87.56
2020. 04. 20,87.42
2020. 04. 21,87.53
2020. 04. 22,87.46
2020. 04. 23,87.6
2020. 04. 24,87.57
2020. 04. 27,87.26
2020. 04. 28,87.52
2020. 04. 29,87.58
2020. 04. 30,87.51
2020. 05. 01,87.3
2020. 05. 04,87.39
2020. 05. 05,87.31
2020. 05. 06,86.92
2020. 05. 07,87.2
2020. 05. 08,86.95
2020. 05. 11,86.68
2020. 05. 12,86.96
2020. 05. 13,87.06
2020. 05. 14,87.3
2020. 05. 15,87.35
2020. 05. 18,87.19
2020. 05. 19,87.3
2020. 05. 20,87.53
2020. 05. 21,87.62
2020. 05. 22,87.65
2020. 05. 26,87.6
2020. 05. 27,87.64
2020. 05. 28,87.67
2020. 05. 29,87.92
2020. 06. 01,87.68
2020. 06. 02,87.75
2020. 06. 03,87.55
2020. 06. 04,87.34
2020. 06. 05,87.33
2020. 06. 08,87.42
2020. 06. 09,87.48
2020. 06. 10,87.85
2020. 06. 11,87.69
2020. 06. 12,87.78
2020. 06. 15,87.96
2020. 06. 16,87.85
2020. 06. 17,87.87
2020. 06. 18,87.97
2020. 06. 19,88
2020. 06. 22,87.97
2020. 06. 23,87.93
2020. 06. 24,87.94
2020. 06. 25,88.03
2020. 06. 26,88.19
2020. 06. 29,88.25
2020. 06. 30,88.34
2020. 07. 01,88.2
2020. 07. 02,88.34
2020. 07. 06,88.31
2020. 07. 07,88.45
2020. 07. 08,88.4
2020. 07. 09,88.64
2020. 07. 10,88.54
2020. 07. 13,88.58
2020. 07. 14,88.69
2020. 07. 15,88.7
2020. 07. 16,88.76
2020. 07. 17,88.85
2020. 07. 20,88.94
2020. 07. 21,88.99
2020. 07. 22,89.11
2020. 07. 23,89.19
2020. 07. 24,89.17
2020. 07. 27,89.11
2020. 07. 28,89.15
2020. 07. 29,89.29
2020. 07. 30,89.34
2020. 07. 31,89.46
2020. 08. 03,89.27
2020. 08. 04,89.46
2020. 08. 05,89.34
2020. 08. 06,89.48
